,DATE,PERMNO,GVKEY,CUSIP,TICKER,NAME,RETURN.OLD,RETURN,RETURN.DIFF,GSECTOR,SECTORNAMES,SECTOR,MKTCAP,ENTVAL,P2B,EV2S,SIZE
618,2006-09-01,19561,2285,97023105,BA,BOEING CO,0.052737,0.052737,0,20,Industrials,INDUST,59.9714176,64.4814176,5.439091021,1.093721039,11.00162335
619,2006-09-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,0.0408,0.0408,0,40,Financials,FINS,240.9656277,593.0106277,1.814896534,5.017010386,12.39240958
620,2006-09-01,18542,2817,149123101,CAT,CATERPILLAR INC,-0.008289,-0.008289,0,20,Industrials,INDUST,42.805203,69.663203,4.741382698,1.655966602,10.66441494
621,2006-09-01,14541,2991,166764100,CVX,CHEVRON CORP,0.007143,0.007143,0,10,Energy,ENERGY,141.3936974,139.5136974,2.031460265,0.691277858,11.85930346
622,2006-09-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.071804,0.071804,0,15,Materials,MATRLS,39.39257952,47.41957952,3.985489632,1.811567066,10.58133274
623,2006-09-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,0.043746,0.043858,0,20,Industrials,INDUST,363.8760006,760.2270006,3.266919256,5.090714902,12.80456843
624,2006-09-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,0.005744,0.00578,0,45,InformationTechnology,INFOTK,105.8389972,94.61199716,2.774722031,0.963266108,11.56967432
625,2006-09-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,0.01198,0.01198,0,45,InformationTechnology,INFOTK,123.4304829,134.5204829,3.604020173,1.486939944,11.72343338
626,2006-09-01,59328,6008,458140100,INTC,INTEL CORP,0.051099,0.051099,0,45,InformationTechnology,INFOTK,118.44206,112.47906,3.382415969,3.217732578,11.68217917
627,2006-09-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,0.00433,0.00433,0,35,HealthCare,HEALTH,188.6067356,176.2837356,4.648577518,3.349618751,12.14741936
628,2006-09-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,0.028471,0.028471,0,40,Financials,FINS,162.8352088,315.9422088,1.4339008,3.119123019,12.00049398
629,2006-09-01,11308,3144,191216100,KO,COCA-COLA CO,0.004017,0.00405,0,30,ConsumerStaples,COSTAP,104.64056,105.45756,5.813364444,4.084969011,11.55828652
630,2006-09-01,22592,7435,88579Y101,MMM,3M CO,0.037936,0.037936,0,20,Industrials,INDUST,54.80035772,57.47135772,4.989561843,2.452686827,10.911452
631,2006-09-01,22752,7257,58933Y105,MRK,MERCK & CO,0.033292,0.033292,0,35,HealthCare,HEALTH,91.0302221,87.9285221,4.720186987,4.062939991,11.41894684
632,2006-09-01,21936,8530,717081103,PFE,PFIZER INC,0.029028,0.029028,0,35,HealthCare,HEALTH,204.4882202,199.7262202,2.939485096,4.123167221,12.22826565
633,2006-09-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,0.001292,0.001292,0,30,ConsumerStaples,COSTAP,196.3993729,226.3543729,3.084742303,3.012435093,12.18790548
634,2006-09-01,66093,9899,00206R102,T,AT&T INC,0.045936,0.045936,0,50,Telecommunications,TELCOM,125.1248891,155.3858891,2.258531238,2.484107449,11.73706763
635,2006-09-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,0.010206,0.010206,0,20,Industrials,INDUST,63.58129085,68.95829085,3.358048529,1.424404917,11.06007454
636,2006-09-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.055429,0.055429,0,50,Telecommunications,TELCOM,108.401592,146.649592,2.342349488,1.634597975,11.59359805
637,2006-09-01,55976,11259,931142103,WMT,WAL-MART STORES INC,0.102862,0.102862,0,30,ConsumerStaples,COSTAP,205.400272,241.026272,3.495401392,0.713374075,12.2327159
638,2006-09-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,-0.008423,-0.008423,0,10,Energy,ENERGY,391.3599448,362.6109448,3.356633287,1.024278408,12.87738299
639,2006-10-01,24643,1356,13817101,AA,ALCOA INC,0.031027,0.031027,0,15,Materials,MATRLS,26.0408774,32.7698774,1.786558548,1.044957825,10.16742279
640,2006-10-01,19561,2285,97023105,BA,BOEING CO,0.012809,0.012809,0,20,Industrials,INDUST,67.32615024,70.47815024,14.20682639,1.004477371,11.117304
641,2006-10-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,0.0056,0.0056,0,40,Financials,FINS,238.0206819,556.9886819,1.797454195,4.608849518,12.38011285
642,2006-10-01,18542,2817,149123101,CAT,CATERPILLAR INC,-0.072796,-0.073331,0.001,20,Industrials,INDUST,39.60740464,66.37340464,5.774515912,1.508075176,10.58677137
643,2006-10-01,14541,2991,166764100,CVX,CHEVRON CORP,0.036078,0.036078,0,10,Energy,ENERGY,159.1599497,157.5519497,2.308840933,0.900502685,11.97766495
644,2006-10-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.069094,0.069094,0,15,Materials,MATRLS,44.91393228,50.55093228,4.88992186,1.930309007,10.71250332
645,2006-10-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,-0.005382,-0.005382,0,20,Industrials,INDUST,382.4210493,799.2770493,3.404927697,4.899332165,12.8542775
646,2006-10-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,0.055874,0.055874,0,45,InformationTechnology,INFOTK,105.8389972,94.61199716,2.774722031,0.963266108,11.56967432
647,2006-10-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,0.1268,0.1268,0,45,InformationTechnology,INFOTK,146.3548235,158.3808235,5.134176084,1.507929235,11.89378925
648,2006-10-01,59328,6008,458140100,INTC,INTEL CORP,0.037433,0.037433,0,45,InformationTechnology,INFOTK,116.7615,108.7875,3.177010775,2.80553693,11.66788867
649,2006-10-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,0.037881,0.037881,0,35,HealthCare,HEALTH,191.0110446,193.5200446,4.858106837,3.536033559,12.16008653
650,2006-10-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,0.017462,0.017466,0,40,Financials,FINS,167.1993372,317.4213372,1.443987712,2.983507568,12.02694202
651,2006-10-01,11308,3144,191216100,KO,COCA-COLA CO,0.045658,0.045658,0,30,ConsumerStaples,COSTAP,111.8435,113.8355,6.610135934,4.797517701,11.62485585
652,2006-10-01,22592,7435,88579Y101,MMM,3M CO,0.059393,0.059393,0,20,Industrials,INDUST,57.22890859,58.92890859,5.746451309,2.547946584,10.95481444
653,2006-10-01,22752,7257,58933Y105,MRK,MERCK & CO,0.084009,0.084009,0,35,HealthCare,HEALTH,94.515426,92.638526,5.382519405,3.831775037,11.45651834
654,2006-10-01,21936,8530,717081103,PFE,PFIZER INC,-0.060296,-0.060296,0,35,HealthCare,HEALTH,184.5116,164.7786,2.590836458,3.268638419,12.12546761
655,2006-10-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,0.027751,0.027868,0,30,ConsumerStaples,COSTAP,202.7965297,233.4715297,3.108898065,2.959081492,12.21995844
656,2006-10-01,66093,9899,00206R102,T,AT&T INC,0.062116,0.06272,-0.001,50,Telecommunications,TELCOM,223.0351695,280.4131695,1.930371902,4.41150918,12.31508475
657,2006-10-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,0.037411,0.037411,0,20,Industrials,INDUST,62.251164,67.636164,3.598957276,1.322258445,11.03893251
658,2006-10-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.007406,0.007286,0,50,Telecommunications,TELCOM,108.4244462,139.1324462,2.233943468,1.539211946,11.59380886
659,2006-10-01,55976,11259,931142103,WMT,WAL-MART STORES INC,-0.000811,-0.000811,0,30,ConsumerStaples,COSTAP,205.400272,241.026272,3.495401392,0.713374075,12.2327159
660,2006-10-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,0.064382,0.064382,0,10,Energy,ENERGY,439.01327,414.51227,3.856270598,1.293475305,12.99228492
661,2006-11-01,24643,1356,13817101,AA,ALCOA INC,0.083362,0.083797,0,15,Materials,MATRLS,26.0408774,32.7698774,1.786558548,1.044957825,10.16742279
662,2006-11-01,19561,2285,97023105,BA,BOEING CO,0.112322,0.112498,0,20,Industrials,INDUST,67.32615024,70.47815024,14.20682639,1.004477371,11.117304
663,2006-11-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,0.010024,0.010051,0,40,Financials,FINS,238.0206819,556.9886819,1.797454195,4.608849518,12.38011285
664,2006-11-01,18542,2817,149123101,CAT,CATERPILLAR INC,0.021743,0.021743,0,20,Industrials,INDUST,39.60740464,66.37340464,5.774515912,1.508075176,10.58677137
665,2006-11-01,14541,2991,166764100,CVX,CHEVRON CORP,0.083929,0.084201,0,10,Energy,ENERGY,159.1599497,157.5519497,2.308840933,0.900502685,11.97766495
666,2006-11-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.032751,0.032751,0,15,Materials,MATRLS,44.91393228,50.55093228,4.88992186,1.930309007,10.71250332
667,2006-11-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,0.004842,0.004842,0,20,Industrials,INDUST,382.4210493,799.2770493,3.404927697,4.899332165,12.8542775
668,2006-11-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,0.018585,0.018585,0,45,InformationTechnology,INFOTK,116.50976,111.92176,3.062580764,1.115558568,11.66573033
669,2006-11-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,-0.001191,-0.00121,0,45,InformationTechnology,INFOTK,146.3548235,158.3808235,5.134176084,1.507929235,11.89378925
670,2006-11-01,59328,6008,458140100,INTC,INTEL CORP,0.007263,0.007684,0,45,InformationTechnology,INFOTK,116.7615,108.7875,3.177010775,2.80553693,11.66788867
671,2006-11-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,-0.016543,-0.016584,0,35,HealthCare,HEALTH,191.0110446,193.5200446,4.858106837,3.536033559,12.16008653
672,2006-11-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,-0.024452,-0.024452,0,40,Financials,FINS,167.1993372,317.4213372,1.443987712,2.983507568,12.02694202
673,2006-11-01,11308,3144,191216100,KO,COCA-COLA CO,0.00899,0.009056,0,30,ConsumerStaples,COSTAP,111.8435,113.8355,6.610135934,4.797517701,11.62485585
674,2006-11-01,22592,7435,88579Y101,MMM,3M CO,0.039067,0.039105,0,20,Industrials,INDUST,57.22890859,58.92890859,5.746451309,2.547946584,10.95481444
675,2006-11-01,22752,7257,58933Y105,MRK,MERCK & CO,-0.020035,-0.020035,0,35,HealthCare,HEALTH,94.515426,92.638526,5.382519405,3.831775037,11.45651834
676,2006-11-01,21936,8530,717081103,PFE,PFIZER INC,0.040525,0.040672,0,35,HealthCare,HEALTH,184.5116,164.7786,2.590836458,3.268638419,12.12546761
677,2006-11-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,-0.009465,-0.009465,0,30,ConsumerStaples,COSTAP,202.7965297,233.4715297,3.108898065,2.959081492,12.21995844
678,2006-11-01,66093,9899,00206R102,T,AT&T INC,-0.009927,-0.009927,0,50,Telecommunications,TELCOM,223.0351695,280.4131695,1.930371902,4.41150918,12.31508475
679,2006-11-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,-0.014075,-0.014125,0,20,Industrials,INDUST,62.251164,67.636164,3.598957276,1.322258445,11.03893251
680,2006-11-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,-0.017271,-0.019745,0.002,50,Telecommunications,TELCOM,108.4244462,139.1324462,2.233943468,1.539211946,11.59380886
681,2006-11-01,55976,11259,931142103,WMT,WAL-MART STORES INC,-0.064529,-0.064529,0,30,ConsumerStaples,COSTAP,197.00739,228.65239,3.199574326,0.576950458,12.19099652
682,2006-11-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,0.07995,0.080132,0,10,Energy,ENERGY,439.01327,414.51227,3.856270598,1.293475305,12.99228492
683,2006-12-01,24643,1356,13817101,AA,ALCOA INC,-0.037215,-0.032384,-0.005,15,Materials,MATRLS,26.0408774,32.7698774,1.786558548,1.044957825,10.16742279
684,2006-12-01,19561,2285,97023105,BA,BOEING CO,0.003502,0.003502,0,20,Industrials,INDUST,67.32615024,70.47815024,14.20682639,1.004477371,11.117304
685,2006-12-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,-0.008542,-0.008542,0,40,Financials,FINS,238.0206819,556.9886819,1.797454195,4.608849518,12.38011285
686,2006-12-01,18542,2817,149123101,CAT,CATERPILLAR INC,-0.011285,-0.011285,0,20,Industrials,INDUST,39.60740464,66.37340464,5.774515912,1.508075176,10.58677137
687,2006-12-01,14541,2991,166764100,CVX,CHEVRON CORP,0.016731,0.016731,0,10,Energy,ENERGY,159.1599497,157.5519497,2.308840933,0.900502685,11.97766495
688,2006-12-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.037929,0.037929,0,15,Materials,MATRLS,44.91393228,50.55093228,4.88992186,1.930309007,10.71250332
689,2006-12-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,0.062642,0.062503,0,20,Industrials,INDUST,382.4210493,799.2770493,3.404927697,4.899332165,12.8542775
690,2006-12-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,0.045869,0.045953,0,45,InformationTechnology,INFOTK,116.50976,111.92176,3.062580764,1.115558568,11.66573033
691,2006-12-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,0.056897,0.056897,0,45,InformationTechnology,INFOTK,146.3548235,158.3808235,5.134176084,1.507929235,11.89378925
692,2006-12-01,59328,6008,458140100,INTC,INTEL CORP,-0.053517,-0.053738,0,45,InformationTechnology,INFOTK,116.7615,108.7875,3.177010775,2.80553693,11.66788867
693,2006-12-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,0.001669,0.001669,0,35,HealthCare,HEALTH,191.0110446,193.5200446,4.858106837,3.536033559,12.16008653
694,2006-12-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,0.043647,0.043647,0,40,Financials,FINS,167.1993372,317.4213372,1.443987712,2.983507568,12.02694202
695,2006-12-01,11308,3144,191216100,KO,COCA-COLA CO,0.030322,0.030322,0,30,ConsumerStaples,COSTAP,111.8435,113.8355,6.610135934,4.797517701,11.62485585
696,2006-12-01,22592,7435,88579Y101,MMM,3M CO,-0.043334,-0.043334,0,20,Industrials,INDUST,57.22890859,58.92890859,5.746451309,2.547946584,10.95481444
697,2006-12-01,22752,7257,58933Y105,MRK,MERCK & CO,-0.011907,-0.012175,0,35,HealthCare,HEALTH,94.515426,92.638526,5.382519405,3.831775037,11.45651834
698,2006-12-01,21936,8530,717081103,PFE,PFIZER INC,-0.057839,-0.057839,0,35,HealthCare,HEALTH,184.5116,164.7786,2.590836458,3.268638419,12.12546761
699,2006-12-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,0.023571,0.023571,0,30,ConsumerStaples,COSTAP,202.7965297,233.4715297,3.108898065,2.959081492,12.21995844
700,2006-12-01,66093,9899,00206R102,T,AT&T INC,0.054261,0.054261,0,50,Telecommunications,TELCOM,223.0351695,280.4131695,1.930371902,4.41150918,12.31508475
701,2006-12-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,-0.031148,-0.031148,0,20,Industrials,INDUST,62.251164,67.636164,3.598957276,1.322258445,11.03893251
702,2006-12-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.065827,0.065827,0,50,Telecommunications,TELCOM,108.4244462,139.1324462,2.233943468,1.539211946,11.59380886
703,2006-12-01,55976,11259,931142103,WMT,WAL-MART STORES INC,0.005369,0.005436,0,30,ConsumerStaples,COSTAP,197.00739,228.65239,3.199574326,0.576950458,12.19099652
704,2006-12-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,-0.002343,-0.002343,0,10,Energy,ENERGY,439.01327,414.51227,3.856270598,1.293475305,12.99228492
705,2007-01-01,24643,1356,13817101,AA,ALCOA INC,0.081973,0.082001,0,15,Materials,MATRLS,29.4587271,36.7987271,1.917012241,1.163338616,10.29074548
706,2007-01-01,19561,2285,97023105,BA,BOEING CO,0.008104,0.008104,0,20,Industrials,INDUST,67.27873046,70.74873046,11.99050623,1.151134567,11.11659942
707,2007-01-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,-0.015171,-0.015171,0,40,Financials,FINS,226.4813514,588.0683514,1.715702825,4.828623111,12.33041789
708,2007-01-01,18542,2817,149123101,CAT,CATERPILLAR INC,0.049568,0.049934,0,20,Industrials,INDUST,42.92574388,69.57274388,5.729544031,1.736540133,10.66722702
709,2007-01-01,14541,2991,166764100,CVX,CHEVRON CORP,-0.00884,-0.00884,0,10,Energy,ENERGY,158.9575685,156.2025685,2.224427211,0.889779487,11.97639258
710,2007-01-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.01745,0.01745,0,15,Materials,MATRLS,45.65374572,52.29974572,4.593394277,1.615386265,10.72884094
711,2007-01-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,-0.031174,-0.031174,0,20,Industrials,INDUST,363.7892315,794.2212315,3.186409897,5.132086843,12.80432994
712,2007-01-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,0.05074,0.050741,0,45,InformationTechnology,INFOTK,116.50976,111.92176,3.062580764,1.115558568,11.66573033
713,2007-01-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,0.020587,0.020587,0,45,InformationTechnology,INFOTK,139.959793,153.124793,5.032895574,1.737763778,11.84911047
714,2007-01-01,59328,6008,458140100,INTC,INTEL CORP,0.035062,0.035062,0,45,InformationTechnology,INFOTK,110.59053,103.55353,2.947037521,2.924580038,11.61358974
715,2007-01-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,0.011815,0.011815,0,35,HealthCare,HEALTH,174.3934644,175.8964644,4.260981832,2.924394235,12.06906932
716,2007-01-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,0.061491,0.061927,0,40,Financials,FINS,165.280207,377.614207,1.404202125,3.20163982,12.01539754
717,2007-01-01,11308,3144,191216100,KO,COCA-COLA CO,-0.007668,-0.007668,0,30,ConsumerStaples,COSTAP,110.688,113.345,6.431235838,4.643003441,11.61447071
718,2007-01-01,22592,7435,88579Y101,MMM,3M CO,-0.04658,-0.04658,0,20,Industrials,INDUST,55.04526815,57.36126815,5.47496202,2.415414694,10.91591118
719,2007-01-01,22752,7257,58933Y105,MRK,MERCK & CO,0.026376,0.026376,0,35,HealthCare,HEALTH,95.60839435,98.02819435,5.173810391,4.247763821,11.4680159
720,2007-01-01,21936,8530,717081103,PFE,PFIZER INC,0.013127,0.013127,0,35,HealthCare,HEALTH,177.2813234,162.2203234,2.449855223,3.262677461,12.08549315
721,2007-01-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,0.014159,0.014173,0,30,ConsumerStaples,COSTAP,198.8860398,228.0810398,2.99721265,3.050190433,12.20048728
722,2007-01-01,66093,9899,00206R102,T,AT&T INC,0.062518,0.063707,-0.001,50,Telecommunications,TELCOM,243.87455,304.09655,2.139137852,2.624327298,12.40440923
723,2007-01-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,0.087972,0.087972,0,20,Industrials,INDUST,64.63795,70.42095,3.569974042,1.448633054,11.07655698
724,2007-01-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.045247,0.045702,0,50,Telecommunications,TELCOM,110.0955629,141.3225629,2.256889075,1.564410234,11.60910402
725,2007-01-01,55976,11259,931142103,WMT,WAL-MART STORES INC,0.032698,0.032698,0,30,ConsumerStaples,COSTAP,197.00739,228.65239,3.199574326,0.576950458,12.19099652
726,2007-01-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,-0.033016,-0.033016,0,10,Energy,ENERGY,425.0302215,399.1962215,3.724741228,1.297945837,12.95991555
727,2007-02-01,24643,1356,13817101,AA,ALCOA INC,0.034365,0.034365,0,15,Materials,MATRLS,29.4587271,36.7987271,1.917012241,1.163338616,10.29074548
728,2007-02-01,19561,2285,97023105,BA,BOEING CO,-0.021773,-0.021918,0,20,Industrials,INDUST,67.27873046,70.74873046,11.99050623,1.151134567,11.11659942
729,2007-02-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,-0.022632,-0.022507,0,40,Financials,FINS,226.4813514,588.0683514,1.715702825,4.828623111,12.33041789
730,2007-02-01,18542,2817,149123101,CAT,CATERPILLAR INC,0.005619,0.005619,0,20,Industrials,INDUST,42.92574388,69.57274388,5.729544031,1.736540133,10.66722702
731,2007-02-01,14541,2991,166764100,CVX,CHEVRON CORP,-0.052689,-0.053063,0,10,Energy,ENERGY,158.9575685,156.2025685,2.224427211,0.889779487,11.97639258
732,2007-02-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.031073,0.031073,0,15,Materials,MATRLS,45.65374572,52.29974572,4.593394277,1.615386265,10.72884094
733,2007-02-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,-0.023856,-0.024013,0,20,Industrials,INDUST,363.7892315,794.2212315,3.186409897,5.132086843,12.80432994
734,2007-02-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,-0.090804,-0.090804,0,45,InformationTechnology,INFOTK,110.02754,106.05454,3.015609823,1.038365904,11.60848598
735,2007-02-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,-0.059607,-0.059808,0,45,InformationTechnology,INFOTK,139.959793,153.124793,5.032895574,1.737763778,11.84911047
736,2007-02-01,59328,6008,458140100,INTC,INTEL CORP,-0.047113,-0.047411,0,45,InformationTechnology,INFOTK,110.59053,103.55353,2.947037521,2.924580038,11.61358974
737,2007-02-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,-0.05232,-0.052449,0,35,HealthCare,HEALTH,174.3934644,175.8964644,4.260981832,2.924394235,12.06906932
738,2007-02-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,-0.030238,-0.030238,0,40,Financials,FINS,165.280207,377.614207,1.404202125,3.20163982,12.01539754
739,2007-02-01,11308,3144,191216100,KO,COCA-COLA CO,-0.025063,-0.025063,0,30,ConsumerStaples,COSTAP,110.688,113.345,6.431235838,4.643003441,11.61447071
740,2007-02-01,22592,7435,88579Y101,MMM,3M CO,0.003499,0.003328,0,20,Industrials,INDUST,55.04526815,57.36126815,5.47496202,2.415414694,10.91591118
741,2007-02-01,22752,7257,58933Y105,MRK,MERCK & CO,-0.013408,-0.013408,0,35,HealthCare,HEALTH,95.60839435,98.02819435,5.173810391,4.247763821,11.4680159
742,2007-02-01,21936,8530,717081103,PFE,PFIZER INC,-0.037729,-0.038387,0.001,35,HealthCare,HEALTH,177.2813234,162.2203234,2.449855223,3.262677461,12.08549315
743,2007-02-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,-0.021273,-0.021273,0,30,ConsumerStaples,COSTAP,198.8860398,228.0810398,2.99721265,3.050190433,12.20048728
744,2007-02-01,66093,9899,00206R102,T,AT&T INC,-0.022057,-0.022057,0,50,Telecommunications,TELCOM,243.87455,304.09655,2.139137852,2.624327298,12.40440923
745,2007-02-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,-0.031094,-0.031169,0,20,Industrials,INDUST,64.63795,70.42095,3.569974042,1.448633054,11.07655698
746,2007-02-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,-0.029076,-0.029076,0,50,Telecommunications,TELCOM,110.0955629,141.3225629,2.256889075,1.564410234,11.60910402
747,2007-02-01,55976,11259,931142103,WMT,WAL-MART STORES INC,0.013001,0.013001,0,30,ConsumerStaples,COSTAP,196.8926418,232.5296418,3.286418884,0.67300019,12.19041389
748,2007-02-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,-0.02834,-0.028539,0,10,Energy,ENERGY,425.0302215,399.1962215,3.724741228,1.297945837,12.95991555
749,2007-03-01,24643,1356,13817101,AA,ALCOA INC,0.014666,0.014666,0,15,Materials,MATRLS,29.4587271,36.7987271,1.917012241,1.163338616,10.29074548
750,2007-03-01,19561,2285,97023105,BA,BOEING CO,0.018909,0.018909,0,20,Industrials,INDUST,67.27873046,70.74873046,11.99050623,1.151134567,11.11659942
751,2007-03-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,0.003738,0.003738,0,40,Financials,FINS,226.4813514,588.0683514,1.715702825,4.828623111,12.33041789
752,2007-03-01,18542,2817,149123101,CAT,CATERPILLAR INC,0.040354,0.040354,0,20,Industrials,INDUST,42.92574388,69.57274388,5.729544031,1.736540133,10.66722702
753,2007-03-01,14541,2991,166764100,CVX,CHEVRON CORP,0.079393,0.079393,0,10,Energy,ENERGY,158.9575685,156.2025685,2.224427211,0.889779487,11.97639258
754,2007-03-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,-0.025626,-0.025626,0,15,Materials,MATRLS,45.65374572,52.29974572,4.593394277,1.615386265,10.72884094
755,2007-03-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,0.01289,0.01289,0,20,Industrials,INDUST,363.7892315,794.2212315,3.186409897,5.132086843,12.80432994
756,2007-03-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,0.022109,0.022115,0,45,InformationTechnology,INFOTK,110.02754,106.05454,3.015609823,1.038365904,11.60848598
757,2007-03-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,0.014203,0.014203,0,45,InformationTechnology,INFOTK,139.959793,153.124793,5.032895574,1.737763778,11.84911047
758,2007-03-01,59328,6008,458140100,INTC,INTEL CORP,-0.036757,-0.036757,0,45,InformationTechnology,INFOTK,110.59053,103.55353,2.947037521,2.924580038,11.61358974
759,2007-03-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,-0.042428,-0.042428,0,35,HealthCare,HEALTH,174.3934644,175.8964644,4.260981832,2.924394235,12.06906932
760,2007-03-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,-0.020449,-0.020449,0,40,Financials,FINS,165.280207,377.614207,1.404202125,3.20163982,12.01539754
761,2007-03-01,11308,3144,191216100,KO,COCA-COLA CO,0.035561,0.035621,0,30,ConsumerStaples,COSTAP,110.688,113.345,6.431235838,4.643003441,11.61447071
762,2007-03-01,22592,7435,88579Y101,MMM,3M CO,0.031722,0.031722,0,20,Industrials,INDUST,55.04526815,57.36126815,5.47496202,2.415414694,10.91591118
763,2007-03-01,22752,7257,58933Y105,MRK,MERCK & CO,0.00906,0.009037,0,35,HealthCare,HEALTH,95.60839435,98.02819435,5.173810391,4.247763821,11.4680159
764,2007-03-01,21936,8530,717081103,PFE,PFIZER INC,0.012019,0.012019,0,35,HealthCare,HEALTH,177.2813234,162.2203234,2.449855223,3.262677461,12.08549315
765,2007-03-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,-0.005198,-0.005198,0,30,ConsumerStaples,COSTAP,198.8860398,228.0810398,2.99721265,3.050190433,12.20048728
766,2007-03-01,66093,9899,00206R102,T,AT&T INC,0.071467,0.071467,0,50,Telecommunications,TELCOM,243.87455,304.09655,2.139137852,2.624327298,12.40440923
767,2007-03-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,-0.00975,-0.00975,0,20,Industrials,INDUST,64.63795,70.42095,3.569974042,1.448633054,11.07655698
768,2007-03-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.013904,0.013904,0,50,Telecommunications,TELCOM,110.0955629,141.3225629,2.256889075,1.564410234,11.60910402
769,2007-03-01,55976,11259,931142103,WMT,WAL-MART STORES INC,-0.023598,-0.0235,0,30,ConsumerStaples,COSTAP,196.8926418,232.5296418,3.286418884,0.67300019,12.19041389
